"Work Order Number","SA: Type","SA: Schedule Exception Reason","SA: Duration","SA: Status","Entitlement Process Start Time","Created Date","SA: Scheduled Start","SA: Earliest Start Permitted","SA: Due Date","SA: Schedule Mode","SA: Service Territory","SA: Appointment Number"
"WO00038761","Onsite Visit","","80.00","Completed","5/29/2019 8:13 PM","5/29/2019","6/4/2019 11:00 AM","5/31/2019 6:30 AM","5/31/2019 9:30 AM","Manual","NZ - North Island","SA-0043013"
"WO00036034","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 9:20 AM","5/9/2019","5/10/2019 4:00 PM","5/10/2019 8:30 AM","5/10/2019 12:20 PM","Manual","AU - NSW","SA-0040148"
"WO00035689","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 9:21 AM","5/7/2019","5/24/2019 2:30 PM","5/7/2019 2:00 AM","5/16/2019 6:37 PM","Manual","AU - WA","SA-0039791"
"WO00035689","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/7/2019 9:21 AM","5/7/2019","5/24/2019 2:00 PM","5/16/2019 11:00 AM","5/16/2019 6:37 PM","Manual","AU - WA","SA-0039790"
"WO00038323","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/27/2019 12:13 PM","5/27/2019","5/28/2019 8:00 AM","5/26/2019 10:00 PM","5/27/2019 4:13 PM","Manual","NZ - North Island","SA-0042413"
"WO00038323","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/27/2019 12:13 PM","5/27/2019","5/28/2019 8:00 AM","5/26/2019 10:00 PM","5/27/2019 4:13 PM","Manual","NZ - North Island","SA-0042414"
"WO00035903","Parts Pickup","","30.00","Completed","5/8/2019 10:37 AM","5/8/2019","5/8/2019 1:06 PM","5/8/2019 4:00 PM","5/8/2019 4:37 PM","Manual","AU - VIC","SA-0040022"
"WO00035903","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 10:37 AM","5/8/2019","5/10/2019 2:56 PM","5/8/2019 12:00 AM","5/8/2019 4:37 PM","Manual","AU - VIC","SA-0040023"
"WO00034294","Parts Pickup","","30.00","Completed","4/23/2019 11:07 PM","4/23/2019","5/3/2019 5:00 PM","4/24/2019 3:00 AM","4/24/2019 5:36 AM","Manual","AU - NSW","SA-0038361"
"WO00034294","Onsite Visit","","80.00","Completed","4/23/2019 11:07 PM","4/23/2019","5/3/2019 8:00 PM","4/23/2019 12:00 AM","4/24/2019 5:36 AM","Manual","AU - NSW","SA-0038362"
"WO00035839","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 3:24 AM","5/8/2019","5/8/2019 12:00 PM","5/8/2019 12:00 AM","5/8/2019 7:24 AM","Manual","AU - NSW","SA-0039969"
"WO00035839","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/8/2019 3:24 AM","5/8/2019","5/8/2019 12:00 PM","5/8/2019 12:00 AM","5/8/2019 7:24 AM","Manual","AU - NSW","SA-0039968"
"WO00040368","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/11/2019 3:27 PM","6/11/2019","6/14/2019 6:00 PM","6/11/2019 2:00 AM","6/11/2019 7:27 PM","Manual","AU - WA","SA-0044522"
"WO00038566","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/28/2019 4:52 PM","5/28/2019","5/29/2019 1:30 PM","5/28/2019 12:30 AM","5/28/2019 8:52 PM","Manual","AU - SA","SA-0042678"
"WO00036007","Onsite Visit","","80.00","Completed","5/9/2019 2:50 AM","5/9/2019","5/31/2019 9:00 AM","5/9/2019 2:56 AM","5/9/2019 8:59 AM","Manual","AU - VIC","SA-0040119"
"WO00036464","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/13/2019 12:16 PM","5/13/2019","5/14/2019 11:00 AM","5/13/2019 2:00 AM","5/13/2019 10:59 PM","Manual","AU - WA","SA-0040624"
"WO00036464","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/13/2019 12:16 PM","5/13/2019","5/14/2019 2:00 PM","5/13/2019 2:00 AM","5/13/2019 10:59 PM","Manual","AU - WA","SA-0040542"
"WO00035667","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 7:58 AM","5/7/2019","5/10/2019 9:30 AM","5/9/2019 7:59 PM","5/10/2019 2:01 AM","Manual","AU - VIC","SA-0040266"
"WO00039117","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/31/2019 3:03 PM","5/31/2019","6/4/2019 8:15 AM","5/31/2019 12:00 AM","5/31/2019 7:03 PM","Manual","AU - VIC","SA-0043213"
"WO00039117","Onsite Visit","Parts are not available by the Due Date.","520.00","Completed","5/31/2019 3:03 PM","5/31/2019","6/4/2019 8:45 AM","5/31/2019 12:00 AM","5/31/2019 7:03 PM","Manual","AU - VIC","SA-0043214"
"WO00035780","Onsite Visit","","80.00","Completed","5/7/2019 3:02 PM","5/7/2019","5/22/2019 2:00 PM","5/7/2019 12:00 AM","5/7/2019 7:02 PM","Manual","AU - VIC","SA-0039907"
"WO00038379","Onsite Visit","No SSRs were found.","80.00","Completed","5/27/2019 3:30 PM","5/27/2019","5/28/2019 3:45 PM","5/29/2019 8:30 AM","5/29/2019 9:30 AM","Manual","AU - NSW","SA-0042484"
"WO00038487","Parts Pickup","","30.00","Completed","5/28/2019 12:09 PM","5/28/2019","5/28/2019 2:45 PM","5/28/2019 4:00 PM","5/28/2019 4:09 PM","Manual","AU - QLD","SA-0042599"
"WO00038487","Onsite Visit","No SSRs were found.","80.00","Completed","5/28/2019 12:09 PM","5/28/2019","5/28/2019 3:45 PM","5/28/2019 12:00 AM","5/28/2019 4:09 PM","Manual","AU - QLD","SA-0042600"
"WO00037164","Onsite Visit","No SSRs were found.","80.00","Completed","5/17/2019 11:39 AM","5/17/2019","5/17/2019 3:30 PM","5/17/2019 2:00 AM","5/17/2019 8:45 PM","Manual","AU - WA","SA-0041333"
"WO00035524","Parts Pickup","","20.00","Completed","5/6/2019 11:18 AM","5/6/2019","5/7/2019 10:45 AM","5/7/2019 11:00 AM","5/7/2019 3:36 PM","Manual","AU - WA","SA-0039778"
"WO00035524","Onsite Visit","No SSRs were found.","80.00","Completed","5/6/2019 11:18 AM","5/6/2019","5/7/2019 12:15 PM","5/6/2019 2:00 AM","5/7/2019 3:36 PM","Manual","AU - WA","SA-0039701"
"WO00034017","Onsite Visit","No Service Territory","80.00","Completed","4/18/2019 2:16 PM","4/18/2019","4/30/2019 6:45 AM","4/17/2019 10:00 PM","4/18/2019 6:16 PM","Manual","","SA-0038090"
"WO00035581","Onsite Visit","","80.00","Completed","5/6/2019 2:47 PM","5/6/2019","5/7/2019 2:00 PM","5/6/2019 12:00 AM","5/6/2019 6:47 PM","Manual","AU - NSW","SA-0039671"
"WO00039915","Parts Pickup","","80.00","Completed","6/6/2019 3:30 PM","6/6/2019","6/7/2019 9:45 AM","6/11/2019 8:30 AM","6/11/2019 9:30 AM","Manual","AU - NSW","SA-0044104"
"WO00039915","Onsite Visit","No SSRs were found.","80.00","Completed","6/6/2019 3:30 PM","6/6/2019","6/7/2019 3:30 PM","6/11/2019 8:30 AM","6/11/2019 9:30 AM","Manual","AU - NSW","SA-0044058"
"WO00039925","Onsite Visit","No SSRs were found.","80.00","Completed","6/6/2019 4:00 PM","6/6/2019","6/12/2019 11:00 AM","6/11/2019 8:30 AM","6/11/2019 10:00 AM","Manual","AU - NSW","SA-0044070"
"WO00038071","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/24/2019 2:58 PM","5/24/2019","5/27/2019 9:30 AM","5/23/2019 10:00 PM","5/24/2019 6:58 PM","Manual","NZ - North Island","SA-0042187"
"WO00038071","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/24/2019 2:58 PM","5/24/2019","5/27/2019 10:00 AM","5/23/2019 10:00 PM","5/24/2019 6:58 PM","Manual","NZ - North Island","SA-0042188"
"WO00034020","Parts Pickup","","30.00","Completed","4/18/2019 2:39 PM","4/18/2019","5/1/2019 11:45 AM","5/1/2019 11:30 AM","5/1/2019 5:10 PM","Manual","AU - NSW","SA-0038092"
"WO00034020","Onsite Visit","No SSRs were found.","80.00","Completed","4/18/2019 2:39 PM","4/18/2019","5/1/2019 11:45 AM","4/18/2019 12:00 AM","5/1/2019 5:10 PM","Manual","AU - NSW","SA-0038093"
"WO00032006","Onsite Visit","No SSRs were found.","80.00","Completed","4/3/2019 4:30 PM","4/3/2019","4/5/2019 2:00 PM","4/5/2019 9:30 AM","4/5/2019 10:30 AM","Manual","AU - QLD","SA-0036070"
"WO00038099","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/24/2019 4:55 PM","5/24/2019","5/31/2019 1:30 PM","5/24/2019 12:00 AM","5/24/2019 10:55 PM","Manual","AU - NSW","SA-0042985"
"WO00038099","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/24/2019 4:55 PM","5/24/2019","5/31/2019 1:15 PM","5/24/2019 12:00 AM","5/30/2019 5:03 AM","Manual","AU - NSW","SA-0042872"
"WO00035399","Onsite Visit","","80.00","Completed","5/3/2019 5:09 PM","5/3/2019","","5/3/2019 12:00 AM","5/3/2019 9:09 PM","Manual","AU - NSW","SA-0039524"
"WO00035399","Onsite Visit","","80.00","Completed","5/3/2019 5:09 PM","5/3/2019","5/3/2019 8:00 PM","5/3/2019 12:00 AM","5/3/2019 9:09 PM","Manual","AU - NSW","SA-0039523"
"WO00036036","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/9/2019 9:25 AM","5/9/2019","5/17/2019 11:30 AM","5/10/2019 9:37 PM","5/17/2019 4:57 PM","Manual","NZ - North Island","SA-0040428"
"WO00036036","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/9/2019 9:25 AM","5/9/2019","5/17/2019 11:30 AM","5/10/2019 9:37 PM","5/17/2019 4:57 PM","Manual","NZ - North Island","SA-0040429"
"WO00035790","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 4:02 PM","5/7/2019","5/8/2019 10:00 AM","5/7/2019 12:00 AM","5/7/2019 8:02 PM","Manual","AU - NSW","SA-0039916"
"WO00035790","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/7/2019 4:02 PM","5/7/2019","5/8/2019 9:00 AM","5/7/2019 12:00 AM","5/7/2019 8:02 PM","Manual","AU - NSW","SA-0039915"
"WO00031985","Onsite Visit","Parts are not available by the Due Date.","270.00","Completed","4/3/2019 2:44 PM","4/3/2019","4/17/2019 10:00 AM","4/3/2019 1:00 AM","4/17/2019 3:36 PM","Manual","AU - ACT","SA-0036241"
"WO00032010","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 4:56 PM","4/3/2019","4/9/2019 9:00 AM","4/4/2019 12:00 AM","4/4/2019 6:56 PM","Manual","AU - VIC","SA-0036104"
"WO00031978","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 1:56 PM","4/3/2019","4/3/2019 5:00 PM","4/3/2019 12:00 AM","4/3/2019 5:56 PM","Manual","AU - VIC","SA-0036038"
"WO00038092","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/24/2019 3:50 PM","5/24/2019","5/24/2019 6:30 PM","5/30/2019 10:30 AM","5/30/2019 3:50 PM","Manual","AU - WA","SA-0042203"
"WO00032005","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 4:26 PM","4/3/2019","4/5/2019 12:00 PM","4/3/2019 1:00 AM","4/3/2019 8:26 PM","Manual","AU - QLD","SA-0036067"
"WO00034036","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/18/2019 4:39 PM","4/18/2019","4/24/2019 11:40 AM","4/18/2019 12:00 AM","4/18/2019 8:39 PM","Manual","AU - VIC","SA-0038116"
"WO00031973","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 1:41 PM","4/3/2019","4/3/2019 2:15 PM","4/3/2019 12:00 AM","4/3/2019 5:41 PM","Manual","AU - VIC","SA-0036032"
"WO00031975","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 1:46 PM","4/3/2019","4/9/2019 11:00 AM","4/3/2019 12:00 AM","4/3/2019 5:46 PM","Manual","AU - NSW","SA-0036034"
"WO00040335","Onsite Visit","No SSRs were found.","80.00","Completed","6/11/2019 12:05 PM","6/11/2019","6/11/2019 3:45 PM","6/11/2019 12:00 AM","6/11/2019 4:05 PM","Manual","AU - VIC","SA-0044490"
"WO00031991","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 3:07 PM","4/3/2019","4/5/2019 4:15 PM","4/3/2019 1:00 AM","4/3/2019 7:07 PM","Manual","AU - QLD","SA-0036047"
"WO00035788","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 3:04 PM","5/7/2019","5/8/2019 8:00 AM","5/6/2019 10:00 PM","5/8/2019 1:14 PM","Manual","NZ - South Island","SA-0039974"
"WO00040187","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/9/2019 4:51 PM","6/9/2019","6/10/2019 6:30 AM","6/8/2019 10:00 PM","6/9/2019 8:51 PM","Optimization","NZ - North Island","SA-0044331"
"WO00040187","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/9/2019 4:51 PM","6/9/2019","6/10/2019 7:15 AM","6/8/2019 10:00 PM","6/9/2019 8:51 PM","Optimization","NZ - North Island","SA-0044332"
"WO00036164","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/10/2019 3:16 AM","5/10/2019","5/10/2019 8:30 AM","5/10/2019 12:00 AM","5/10/2019 7:16 AM","Manual","AU - NSW","SA-0040278"
"WO00036164","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 3:16 AM","5/10/2019","5/31/2019 11:50 AM","5/10/2019 12:00 AM","5/10/2019 7:16 AM","Manual","AU - NSW","SA-0040279"
"WO00035827","Onsite Visit","","80.00","Completed","5/7/2019 11:19 PM","5/7/2019","5/9/2019 12:00 PM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039954"
"WO00031968","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 1:35 PM","4/3/2019","4/3/2019 3:00 PM","4/3/2019 1:47 PM","4/3/2019 1:47 PM","Manual","AU - VIC","SA-0036033"
"WO00031968","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 1:35 PM","4/3/2019","4/3/2019 3:00 PM","4/3/2019 1:47 PM","4/3/2019 1:47 PM","Manual","AU - VIC","SA-0036035"
"WO00031925","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 9:53 AM","4/3/2019","4/30/2019 10:30 AM","4/2/2019 10:00 PM","4/3/2019 1:53 PM","Manual","NZ - North Island","SA-0036085"
"WO00036090","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/9/2019 1:10 PM","5/9/2019","5/10/2019 11:15 AM","5/10/2019 8:30 AM","5/10/2019 4:10 PM","Manual","AU - QLD","SA-0040211"
"WO00031912","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 9:38 AM","4/3/2019","4/5/2019 6:30 PM","4/2/2019 10:00 PM","4/3/2019 1:38 PM","Manual","","SA-0035990"
"WO00031942","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 12:00 PM","4/3/2019","4/3/2019 3:30 PM","4/3/2019 1:00 AM","4/3/2019 4:00 PM","Manual","AU - QLD","SA-0036019"
"WO00035704","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 10:37 AM","5/7/2019","5/8/2019 2:15 PM","5/7/2019 12:00 AM","5/8/2019 4:44 PM","Manual","AU - QLD","SA-0039814"
"WO00031943","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 11:52 AM","4/3/2019","4/4/2019 11:45 AM","4/3/2019 12:00 AM","4/3/2019 3:52 PM","Manual","AU - NSW","SA-0036017"
"WO00034049","Onsite Visit","No SSRs were found.","80.00","Completed","4/18/2019 5:50 PM","4/18/2019","4/24/2019 3:30 PM","4/24/2019 8:30 AM","4/24/2019 11:30 AM","Manual","AU - NSW","SA-0038124"
"WO00036095","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 1:40 PM","5/9/2019","5/10/2019 3:00 PM","5/10/2019 8:30 AM","5/10/2019 4:40 PM","Manual","AU - NSW","SA-0040219"
"WO00035681","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 9:24 AM","5/7/2019","5/7/2019 2:30 PM","5/7/2019 12:00 AM","5/7/2019 1:24 PM","Manual","AU - VIC","SA-0039813"
"WO00031922","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 10:28 AM","4/3/2019","4/11/2019 12:00 PM","4/2/2019 10:00 PM","4/3/2019 4:28 PM","Manual","NZ - North Island","SA-0036031"
"WO00033993","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/18/2019 11:45 AM","4/18/2019","4/23/2019 10:00 AM","4/17/2019 10:00 PM","4/18/2019 3:45 PM","Manual","NZ - North Island","SA-0038055"
"WO00033993","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/18/2019 11:45 AM","4/18/2019","4/23/2019 10:00 AM","4/17/2019 10:00 PM","4/18/2019 3:45 PM","Manual","NZ - North Island","SA-0038056"
"WO00031931","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 11:15 AM","4/3/2019","4/4/2019 12:45 PM","4/3/2019 12:00 AM","4/3/2019 3:15 PM","Manual","AU - VIC","SA-0036010"
"WO00031889","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/3/2019 4:07 AM","4/3/2019","4/9/2019 10:15 AM","4/3/2019 12:00 AM","4/3/2019 8:07 AM","Manual","AU - VIC","SA-0035965"
"WO00031885","Parts Pickup","Invalid ""No Skill"" Skill Requirement on the Work Order.","30.00","Completed","4/3/2019 3:57 AM","4/3/2019","4/2/2019 9:30 AM","4/3/2019 11:00 PM","4/4/2019 12:57 AM","Manual","AU - NSW","SA-0035961"
"WO00031885","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","120.00","Completed","4/3/2019 3:57 AM","4/3/2019","4/2/2019 11:00 AM","4/3/2019 11:00 PM","4/4/2019 12:57 AM","Manual","AU - NSW","SA-0035962"
"WO00031883","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/3/2019 3:12 AM","4/3/2019","4/11/2019 2:20 AM","4/3/2019 11:00 PM","4/4/2019 6:12 AM","Manual","AU - NSW","SA-0035956"
"WO00035939","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 2:31 PM","5/8/2019","5/9/2019 10:15 AM","5/8/2019 12:00 AM","5/8/2019 6:31 PM","Manual","AU - NSW","SA-0040065"
"WO00038058","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/24/2019 2:13 PM","5/24/2019","5/31/2019 2:00 PM","5/24/2019 12:00 AM","5/24/2019 6:13 PM","Manual","AU - NSW","SA-0042179"
"WO00038058","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/24/2019 2:13 PM","5/24/2019","6/3/2019 12:00 PM","5/24/2019 12:00 AM","5/24/2019 6:13 PM","Manual","AU - NSW","SA-0042180"
"WO00031893","Parts Pickup","","30.00","Completed","4/3/2019 4:57 AM","4/3/2019","4/3/2019 9:15 AM","4/3/2019 9:04 AM","4/4/2019 12:30 PM","Manual","AU - ACT","SA-0035971"
"WO00031893","Onsite Visit","No SSRs were found.","80.00","Completed","4/3/2019 4:57 AM","4/3/2019","4/3/2019 9:15 AM","4/4/2019 9:30 AM","4/4/2019 12:30 PM","Manual","AU - ACT","SA-0035972"
"WO00031896","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","120.00","Completed","4/3/2019 5:39 AM","4/3/2019","4/3/2019 5:43 AM","4/3/2019 11:00 PM","4/4/2019 2:39 AM","Manual","AU - NSW","SA-0035973"
"WO00032135","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 2:20 PM","4/4/2019","4/10/2019 12:00 PM","4/5/2019 9:30 AM","4/5/2019 5:20 PM","Manual","AU - VIC","SA-0036218"
"WO00031948","Parts Pickup","","80.00","Completed","4/3/2019 12:20 PM","4/3/2019","4/26/2019 12:00 PM","4/4/2019 9:00 AM","4/4/2019 3:20 PM","Manual","AU - VIC","SA-0036178"
"WO00031948","Onsite Visit","No SSRs were found.","80.00","Completed","4/3/2019 12:20 PM","4/3/2019","4/26/2019 12:00 PM","4/4/2019 9:30 AM","4/4/2019 3:20 PM","Manual","AU - VIC","SA-0036018"
"WO00031907","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 9:07 AM","4/3/2019","4/29/2019 9:45 AM","4/3/2019 12:00 AM","4/23/2019 7:09 PM","Manual","AU - VIC","SA-0035985"
"WO00031924","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 10:36 AM","4/3/2019","4/3/2019 12:00 PM","4/3/2019 12:00 AM","4/3/2019 2:36 PM","Manual","AU - NSW","SA-0036006"
"WO00031884","Onsite Visit","No Service Territory","80.00","Completed","4/3/2019 3:40 AM","4/3/2019","","4/3/2019 11:00 PM","4/4/2019 6:40 AM","Manual","","SA-0035959"
"WO00031913","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/3/2019 9:41 AM","4/3/2019","4/10/2019 8:45 AM","4/2/2019 10:00 PM","4/3/2019 1:41 PM","Manual","NZ - North Island","SA-0036057"
"WO00031913","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 9:41 AM","4/3/2019","4/10/2019 9:30 AM","4/2/2019 10:00 PM","4/3/2019 1:41 PM","Manual","NZ - North Island","SA-0036058"
"WO00031891","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/3/2019 4:35 AM","4/3/2019","4/3/2019 10:15 AM","4/3/2019 12:00 AM","4/3/2019 8:35 AM","Manual","AU - NSW","SA-0035966"
"WO00031891","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 4:35 AM","4/3/2019","4/3/2019 10:00 PM","4/3/2019 12:00 AM","4/3/2019 8:35 AM","Manual","AU - NSW","SA-0035967"
"WO00032036","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/3/2019 11:50 PM","4/3/2019","4/10/2019 1:55 PM","4/5/2019 9:30 AM","4/5/2019 12:30 PM","Manual","AU - NSW","SA-0036102"
"WO00032149","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/4/2019 2:55 PM","4/4/2019","4/15/2019 2:45 PM","4/5/2019 9:30 AM","4/5/2019 5:55 PM","Manual","AU - NSW","SA-0036420"
"WO00032149","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 2:55 PM","4/4/2019","4/16/2019 9:30 AM","4/5/2019 9:30 AM","4/5/2019 5:55 PM","Manual","AU - NSW","SA-0036421"
"WO00032138","Onsite Visit","Due Date is in the past.","80.00","Completed","4/4/2019 2:30 PM","4/4/2019","4/9/2019 1:30 PM","4/5/2019 9:30 AM","4/5/2019 5:30 PM","Manual","AU - NSW","SA-0036222"
"WO00035884","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 9:50 AM","5/8/2019","5/9/2019 11:00 AM","5/9/2019 8:30 AM","5/9/2019 12:50 PM","Manual","AU - NSW","SA-0039999"
"WO00035795","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 4:40 PM","5/7/2019","5/9/2019 1:15 PM","5/9/2019 8:30 AM","5/9/2019 10:40 AM","Optimization","AU - NSW","SA-0039921"
"WO00032039","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/4/2019 1:49 AM","4/4/2019","4/10/2019 4:45 PM","4/4/2019 12:00 AM","4/4/2019 5:49 AM","Manual","AU - VIC","SA-0036109"
"WO00032039","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 1:49 AM","4/4/2019","4/10/2019 5:45 PM","4/4/2019 12:00 AM","4/4/2019 5:49 AM","Manual","AU - VIC","SA-0036110"
"WO00035933","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/8/2019 2:08 PM","5/8/2019","5/13/2019 12:00 PM","5/8/2019 12:00 AM","5/10/2019 11:12 PM","Optimization","AU - NSW","SA-0040187"
"WO00035933","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 2:08 PM","5/8/2019","5/13/2019 12:00 PM","5/8/2019 12:00 AM","5/10/2019 11:12 PM","Optimization","AU - NSW","SA-0040188"
"WO00035953","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 3:06 PM","5/8/2019","5/9/2019 10:15 AM","5/8/2019 12:00 AM","5/8/2019 7:06 PM","Manual","AU - VIC","SA-0040074"
"WO00035919","Parts Pickup","","30.00","Completed","5/8/2019 12:38 PM","5/8/2019","5/9/2019 9:00 AM","5/9/2019 9:00 AM","5/9/2019 3:38 PM","Manual","AU - SA","SA-0040043"
"WO00035919","Onsite Visit","","80.00","Completed","5/8/2019 12:38 PM","5/8/2019","5/9/2019 10:45 AM","5/9/2019 9:00 AM","5/9/2019 3:38 PM","Manual","AU - SA","SA-0040044"
